run,case,variant,ns,min_ns,max_ns,cycles,throughput,allocs,reallocs,frees,allocated_bytes,freed_bytes
5,audio/rejected512,new,537543.8,522437.5,549937.5,1160510.1,952480.6,518,5,518,10467,10467
5,graphics/empty/multifalse,old,79162.5,76850.0,88606.2,173871.4,12632.2,7,5,7,1368,1368
5,graphics/empty/multifalse,new,79562.5,75087.5,82456.2,166902.4,12568.7,7,5,7,1368,1368
5,graphics/empty/multitrue,old,75900.0,75000.0,84862.5,166202.6,13175.2,7,5,7,1368,1368
5,graphics/empty/multitrue,new,77831.2,75006.2,85200.0,168713.2,12848.3,7,5,7,1368,1368
5,noteskin/empty,old,103362.5,96518.8,140893.8,227004.1,9674.7,12,10,12,2582,2582
5,noteskin/empty,new,100000.0,94725.0,114018.8,218498.6,10000.0,12,10,12,2582,2582
5,graphics/one/multifalse,old,140562.5,134525.0,154093.8,306614.1,7114.3,18,12,18,3227,3227
5,graphics/one/multifalse,new,90287.5,88237.5,125243.8,198304.5,11075.7,18,12,18,3051,3051
5,graphics/one/multitrue,old,138531.2,131000.0,144393.8,303637.1,7218.6,18,12,18,3227,3227
5,graphics/one/multitrue,new,94031.2,86662.5,141012.5,205822.4,10634.8,18,12,18,3051,3051
5,noteskin/one,old,157181.2,151262.5,177706.2,343544.9,6362.1,21,15,21,4196,4196
5,noteskin/one,new,117743.8,103987.5,143718.8,257857.6,8493.0,21,15,21,4020,4020
5,graphics/accepted128/multifalse,old,6450243.8,6259018.8,6965950.0,14028588.2,19844.2,1168,906,1168,226724,226724
5,graphics/accepted128/multifalse,new,542925.0,522637.5,628475.0,1181486.1,235760.0,1168,906,1168,204196,204196
5,graphics/accepted128/multitrue,old,6221081.2,6155168.8,6333831.2,13547457.6,20575.2,1168,906,1168,226724,226724
5,graphics/accepted128/multitrue,new,530406.2,519175.0,573306.2,1162129.1,241324.5,1168,906,1168,204196,204196
5,noteskin/accepted128,old,6055187.5,5989775.0,6246406.2,13197437.1,21138.9,916,655,916,192578,192578
5,noteskin/accepted128,new,504762.5,489462.5,554362.5,1096937.6,253584.6,916,655,916,170050,170050
5,graphics/mixed640/multifalse,old,29905237.5,29293975.0,30490275.0,65119353.3,21400.9,3728,3466,3728,850340,850340
5,graphics/mixed640/multifalse,new,1002631.2,985181.2,1027931.2,2190486.6,638320.4,1680,906,1680,213412,213412
5,graphics/mixed640/multitrue,old,29163643.8,28939818.8,33132568.8,63523258.9,21945.1,3728,3466,3728,850340,850340
5,graphics/mixed640/multitrue,new,976275.0,968906.2,1013662.5,2130549.3,655553.0,1680,906,1680,213412,213412
5,noteskin/mixed640,old,29795743.8,29180812.5,31065893.8,64887314.4,21479.6,3476,3215,3476,816194,816194
5,noteskin/mixed640,new,937481.2,931187.5,976975.0,2042927.6,682680.3,1428,655,1428,179266,179266
5,graphics/rejected512/multifalse,old,23590768.8,22990843.8,24346812.5,51390615.7,21703.4,2567,2565,2567,624984,624984
5,graphics/rejected512/multifalse,new,534487.5,520987.5,547850.0,1159975.1,957927.0,519,5,519,10584,10584
5,graphics/rejected512/multitrue,old,23278268.8,23088087.5,23652775.0,50745450.4,21994.8,2567,2565,2567,624984,624984
5,graphics/rejected512/multitrue,new,516812.5,498725.0,553243.8,1128970.8,990688.1,519,5,519,10584,10584
5,noteskin/rejected512,old,23395718.8,23018843.8,24082625.0,50977708.9,21884.3,2572,2570,2572,626198,626198
5,noteskin/rejected512,new,539543.8,534262.5,543500.0,1175683.2,948949.9,524,10,524,11798,11798
5,noteskin/nested768,old,37221887.5,36952762.5,37786575.0,81085412.8,20633.0,4508,4787,4508,1785744,1785744
5,noteskin/nested768,new,2423612.5,2351950.0,2534987.5,5286204.6,316882.3,2451,1715,2451,641352,641352
